"BehaviorSpace results (NetLogo 6.1.1)"
"epiDEM COV_v1.3_subdeteccion.nlogo"
"experiment deteccion 10 80"
"03/15/2020 22:48:21:343 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-25","25"
,"0","1","10","7","8","0","9","7",,,,
,"0","1","10","7","8","0","9","7",,,,
,"0","1","10","7","8","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","7","0","9","7",,,,
,"0","1","10","7","6","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","2","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","5","0","9","7",,,,
,"0","1","10","7","4","0","9","7",,,,
,"0","1","10","7","4","0","9","7",,,,
,"0","1","10","7","4","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","3","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","2","0","9","7",,,,
,"0","1","10","7","1","0","9","7",,,,
,"0","1","10","7","1","0","9","7",,,,
,"0","1","10","7","1","0","9","7",,,,
,"0","1","10","7","0","0","9","7",,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","1","10","7",,,,,,,,
,"0","0","10","7",,,,,,,,
